,experiment_setting_keys,experiment_setting_values,round,room,batch,timestamp,title,tree_tag,player_uuids,player_types,avatar_shapes,avatar_colors,adjacency_matrix,idnum_label_map,perspective_of_player,final_node,tree_status,players_abdicated,durations,cumulative_payoffs_tree,cumulative_payoffs_experiment,choice_type_,choice_type_A,choice_type_B,choice_type_BA,choice_type_BB,choice_type_BBA,choice_type_BBB,probability_,probability_A,probability_B,probability_BA,probability_BB,probability_BBA,probability_BBB,positionxy_,positionxy_A,positionxy_B,positionxy_BA,positionxy_BB,positionxy_BBA,positionxy_BBB,info_set_,info_set_A,info_set_B,info_set_BA,info_set_BB,info_set_BBA,info_set_BBB,time_,time_A,time_B,time_BA,time_BB,time_BBA,time_BBB,beliefs_,beliefs_A,beliefs_B,beliefs_BA,beliefs_BB,beliefs_BBA,beliefs_BBB,options_,options_A,options_B,options_BA,options_BB,options_BBA,options_BBB,payoffs__p0,payoffs__p1,payoffs_A_p0,payoffs_A_p1,payoffs_B_p0,payoffs_B_p1,payoffs_BA_p0,payoffs_BA_p1,payoffs_BB_p0,payoffs_BB_p1,payoffs_BBA_p0,payoffs_BBA_p1,payoffs_BBB_p0,payoffs_BBB_p1,choice__p0,choice__p1,choice_A_p0,choice_A_p1,choice_B_p0,choice_B_p1,choice_BA_p0,choice_BA_p1,choice_BB_p0,choice_BB_p1,choice_BBA_p0,choice_BBA_p1,choice_BBB_p0,choice_BBB_p1,prediction__p0,prediction__p1,prediction_A_p0,prediction_A_p1,prediction_B_p0,prediction_B_p1,prediction_BA_p0,prediction_BA_p1,prediction_BB_p0,prediction_BB_p1,prediction_BBA_p0,prediction_BBA_p1,prediction_BBB_p0,prediction_BBB_p1,choice_data__p0,choice_data__p1,choice_data_A_p0,choice_data_A_p1,choice_data_B_p0,choice_data_B_p1,choice_data_BA_p0,choice_data_BA_p1,choice_data_BB_p0,choice_data_BB_p1,choice_data_BBA_p0,choice_data_BBA_p1,choice_data_BBB_p0,choice_data_BBB_p1,prediction_data__p0,prediction_data__p1,prediction_data_A_p0,prediction_data_A_p1,prediction_data_B_p0,prediction_data_B_p1,prediction_data_BA_p0,prediction_data_BA_p1,prediction_data_BB_p0,prediction_data_BB_p1,prediction_data_BBA_p0,prediction_data_BBA_p1,prediction_data_BBB_p0,prediction_data_BBB_p1
1305,,,19,1,1712168167,1712168167,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['2b00f191-2845-470e-8fba-c9cd178c360c', '5ac2b57a-0e7c-4e32-8128-7bd34f252f57']","['participant', 'robot']","['squash', 'bowtie']","['hsla(248, 95%, 52%, 1.0)', 'hsla(193, 66%, 60%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,6,after,"[False, False]","{'max': 346, 'min': 346, 'avg': 340.75, 'root': 17}","[-6, 4]","[85, 90]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[327, 335]","[327, 339]","[328, 336]","[328, 338]","[338, 346]","[338, 346]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,B,,,,,BB,,,BBB,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 3.8181257247924805, 'rtimeup': 3.8181257247924805}",,,,,"{'rtype': 'a', 'rtimedn': 1.718, 'rtimeup': 2.016}",,,"{'rtype': 'select-node', 'rtimedn': 328.034, 'rtimeup': 328.034}",,,,,,,"{'rtype': 'd', 'rtimedn': 0.11, 'rtimeup': 0.808}",,,"{'rtype': 'select-node', 'rtimedn': 4.8181257247924805, 'rtimeup': 4.8181257247924805}",,,,,"{'rtype': 'a', 'rtimedn': 0.797, 'rtimeup': 1.981}",,,,
1306,,,19,2,1712168169,1712168169,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['6020d7a4-1d7a-4ac3-81cb-c4afac037ecf', '947e0f16-8363-40a1-a674-b267b1aac25f']","['participant', 'robot']","['ghost', 'flower']","['hsla(80, 94%, 60%, 1.0)', 'hsla(278, 70%, 37%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,5,after,"[False, False]","{'max': 103, 'min': 103, 'avg': 97.5, 'root': 17}","[-7, 1]","[79, 82]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[83, 91]","[83, 95]","[85, 93]","[85, 95]","[95, 103]","[95, 103]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,B,,,,,BB,,,BBA,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 3.8181257247924805, 'rtimeup': 3.8181257247924805}",,,,,"{'rtype': 'd', 'rtimedn': 4.954, 'rtimeup': 6.584}",,,"{'rtype': 'select-node', 'rtimedn': 84.351, 'rtimeup': 84.351}",,,,,,,"{'rtype': 'd', 'rtimedn': 2.184, 'rtimeup': 3.401}",,,"{'rtype': 'select-node', 'rtimedn': 4.8181257247924805, 'rtimeup': 4.8181257247924805}",,,,,"{'rtype': 'a', 'rtimedn': 7.438, 'rtimeup': 9.569}",,,,
1307,,,19,3,1712168164,1712168164,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['00dec757-4a0b-4ee9-adda-967de29742c4', '63496310-19e6-4760-94dd-fa8e874b49e6']","['participant', 'robot']","['flower', 'pentagon']","['hsla(60, 84%, 45%, 1.0)', 'hsla(154, 84%, 44%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[2, 2]","[84, 87]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,A,,,,,,,,,,,,,,,B,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 3.8181257247924805, 'rtimeup': 3.8181257247924805}",,,,,,,,,,,,,,,"{'rtype': 'a', 'rtimedn': 0.208, 'rtimeup': 2.272}",,,,,,,,,,,,
1308,,,19,4,1712168164,1712168164,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['7ef5f5ea-a0c9-4e18-a5e0-3f3b17558956', 'b346a9fc-555d-4784-8a1f-7b0022ea22fa']","['participant', 'robot']","['teardrop', 'arrow-head']","['hsla(145, 56%, 38%, 1.0)', 'hsla(39, 65%, 42%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[2, 2]","[84, 87]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,A,,,,,,,,,,,,,,,B,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 3.8181257247924805, 'rtimeup': 3.8181257247924805}",,,,,,,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.34, 'rtimeup': 7.345}",,,,,,,,,,,,
1309,,,19,5,1712168163,1712168163,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['1e2da22e-4fbd-49b1-bb08-08a3bf3851f4', '27cadbaf-cb91-4978-af4d-3d842fafa065']","['participant', 'robot']","['dodecagon', 'two-triangle']","['hsla(65, 65%, 62%, 1.0)', 'hsla(89, 89%, 38%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[2, 2]","[85, 92]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,A,,,,,,,,,,,,,,,B,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 2.8181257247924805, 'rtimeup': 2.8181257247924805}",,,,,,,,,,,,,,,"{'rtype': 'd', 'rtimedn': 5.597, 'rtimeup': 8.601}",,,,,,,,,,,,
1310,,,19,6,1712168168,1712168168,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['4fa56d8e-2e12-497f-b937-1d42ea7543ff', 'af8a27aa-6a1e-4bc8-8a40-a4f527308485']","['participant', 'robot']","['arrow-head', 'arrow-head']","['hsla(89, 92%, 39%, 1.0)', 'hsla(264, 54%, 37%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[2, 2]","[59, 80]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,A,,,,,,,,,,,,,,,B,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 6.8181257247924805, 'rtimeup': 6.8181257247924805}",,,,,,,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.568, 'rtimeup': 4.375}",,,,,,,,,,,,
1311,,,19,7,1712168169,1712168169,ToM+MSMS-2134-2314,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['f15d353b-aed0-4d84-9126-6f7ecfcb8a05', 'bf2a1615-06e9-4ad0-aada-72b9d208127d']","['participant', 'robot']","['cross', 'teardrop']","['hsla(52, 50%, 43%, 1.0)', 'hsla(39, 76%, 59%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,5,after,"[False, False]","{'max': 137, 'min': 137, 'avg': 131.75, 'root': 17}","[-7, 1]","[71, 70]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[118, 126]","[118, 130]","[119, 127]","[119, 129]","[129, 137]","[129, 137]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,2,0,0,1,3,0,0,3,1,4,4,B,,,,,BB,,,BBA,,,,,,,B,,,BB,,,,,BBB,,,,,"{'rtype': 'select-node', 'rtimedn': 5.8181257247924805, 'rtimeup': 5.8181257247924805}",,,,,"{'rtype': 'a', 'rtimedn': 1.207, 'rtimeup': 3.254}",,,"{'rtype': 'select-node', 'rtimedn': 119.117, 'rtimeup': 119.117}",,,,,,,"{'rtype': 'a', 'rtimedn': 8.455, 'rtimeup': 8.88}",,,"{'rtype': 'select-node', 'rtimedn': 6.8181257247924805, 'rtimeup': 6.8181257247924805}",,,,,"{'rtype': 'd', 'rtimedn': 0.596, 'rtimeup': 2.975}",,,,
1312,,,20,0,1712168176,1712168176,ToM+SSSM-2143-4213,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['ef0b858d-3058-4916-84be-c5c50d61c991', '0ac27cc7-ee9e-4926-8515-7e4a606b22b7']","['participant', 'robot']","['hexagon', 'flame']","['hsla(351, 54%, 55%, 1.0)', 'hsla(352, 54%, 39%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 146, 'min': 146, 'avg': 138.0, 'root': 17}","[1, 2]","[83, 94]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[116, 124]","[116, 128]","[128, 136]","[128, 138]","[138, 146]","[138, 146]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,4,0,0,1,2,0,0,4,1,3,3,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 1.8048362731933594, 'rtimeup': 1.8048362731933594}",,,,,"{'rtype': 'd', 'rtimedn': 3.609, 'rtimeup': 5.999}",,,,,,,,,,"{'rtype': 'd', 'rtimedn': 6.198, 'rtimeup': 7.532}",,,"{'rtype': 'select-node', 'rtimedn': 2.8048362731933594, 'rtimeup': 2.8048362731933594}",,,,,,,,,
1313,,,20,1,1712168179,1712168179,ToM+SSSM-2143-4213,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['2b00f191-2845-470e-8fba-c9cd178c360c', '5ac2b57a-0e7c-4e32-8128-7bd34f252f57']","['participant', 'robot']","['squash', 'bowtie']","['hsla(248, 95%, 52%, 1.0)', 'hsla(193, 66%, 60%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 359, 'min': 359, 'avg': 351.0, 'root': 17}","[1, 2]","[85, 90]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[329, 337]","[329, 341]","[341, 349]","[341, 351]","[351, 359]","[351, 359]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,4,0,0,1,2,0,0,4,1,3,3,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 4.804836273193359, 'rtimeup': 4.804836273193359}",,,,,"{'rtype': 'a', 'rtimedn': 8.41, 'rtimeup': 10.216}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.478, 'rtimeup': 4.128}",,,"{'rtype': 'select-node', 'rtimedn': 6.804836273193359, 'rtimeup': 6.804836273193359}",,,,,,,,,
1314,,,20,2,1712168178,1712168178,ToM+SSSM-2143-4213,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['6020d7a4-1d7a-4ac3-81cb-c4afac037ecf', '947e0f16-8363-40a1-a674-b267b1aac25f']","['participant', 'robot']","['ghost', 'flower']","['hsla(80, 94%, 60%, 1.0)', 'hsla(278, 70%, 37%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 115, 'min': 115, 'avg': 107.0, 'root': 17}","[1, 2]","[79, 82]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[85, 93]","[85, 97]","[97, 105]","[97, 107]","[107, 115]","[107, 115]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,4,0,0,1,2,0,0,4,1,3,3,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 2.8048362731933594, 'rtimeup': 2.8048362731933594}",,,,,"{'rtype': 'a', 'rtimedn': 10.609, 'rtimeup': 10.801}",,,,,,,,,,"{'rtype': 'd', 'rtimedn': 7.451, 'rtimeup': 10.517}",,,"{'rtype': 'select-node', 'rtimedn': 5.804836273193359, 'rtimeup': 5.804836273193359}",,,,,,,,,
1315,,,20,3,1712168178,1712168178,ToM+SSSM-2143-4213,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['00dec757-4a0b-4ee9-adda-967de29742c4', '63496310-19e6-4760-94dd-fa8e874b49e6']","['participant', 'robot']","['flower', 'pentagon']","['hsla(60, 84%, 45%, 1.0)', 'hsla(154, 84%, 44%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 149, 'min': 149, 'avg': 141.0, 'root': 17}","[1, 2]","[84, 87]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[119, 127]","[119, 131]","[131, 139]","[131, 141]","[141, 149]","[141, 149]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,4,0,0,1,2,0,0,4,1,3,3,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 4.804836273193359, 'rtimeup': 4.804836273193359}",,,,,"{'rtype': 'a', 'rtimedn': 4.376, 'rtimeup': 5.012}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 0.957, 'rtimeup': 2.062}",,,"{'rtype': 'select-node', 'rtimedn': 5.804836273193359, 'rtimeup': 5.804836273193359}",,,,,,,,,
1316,,,20,4,1712168178,1712168178,ToM+SSSM-2143-4213,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['7ef5f5ea-a0c9-4e18-a5e0-3f3b17558956', 'b346a9fc-555d-4784-8a1f-7b0022ea22fa']","['participant', 'robot']","['teardrop', 'arrow-head']","['hsla(145, 56%, 38%, 1.0)', 'hsla(39, 65%, 42%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 158, 'min': 158, 'avg': 150.0, 'root': 17}","[1, 2]","[84, 87]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[128, 136]","[128, 140]","[140, 148]","[140, 150]","[150, 158]","[150, 158]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,4,0,0,1,2,0,0,4,1,3,3,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 3.8048362731933594, 'rtimeup': 3.8048362731933594}",,,,,"{'rtype': 'd', 'rtimedn': 2.112, 'rtimeup': 4.538}",,,,,,,,,,"{'rtype': 'd', 'rtimedn': 3.673, 'rtimeup': 4.46}",,,"{'rtype': 'select-node', 'rtimedn': 5.804836273193359, 'rtimeup': 5.804836273193359}",,,,,,,,,
1317,,,20,5,1712168177,1712168177,ToM+SSSM-2143-4213,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['1e2da22e-4fbd-49b1-bb08-08a3bf3851f4', '27cadbaf-cb91-4978-af4d-3d842fafa065']","['participant', 'robot']","['dodecagon', 'two-triangle']","['hsla(65, 65%, 62%, 1.0)', 'hsla(89, 89%, 38%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[2, 4]","[85, 92]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,4,0,0,1,2,0,0,4,1,3,3,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 4.804836273193359, 'rtimeup': 4.804836273193359}",,,,,,,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.158, 'rtimeup': 2.86}",,,,,,,,,,,,
1318,,,20,6,1712168180,1712168180,ToM+SSSM-2143-4213,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['4fa56d8e-2e12-497f-b937-1d42ea7543ff', 'af8a27aa-6a1e-4bc8-8a40-a4f527308485']","['participant', 'robot']","['arrow-head', 'arrow-head']","['hsla(89, 92%, 39%, 1.0)', 'hsla(264, 54%, 37%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 289, 'min': 289, 'avg': 281.0, 'root': 17}","[1, 2]","[59, 80]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[259, 267]","[259, 271]","[271, 279]","[271, 281]","[281, 289]","[281, 289]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,4,0,0,1,2,0,0,4,1,3,3,B,,,,,BA,,,,,,,,,,A,,,BA,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 5.804836273193359, 'rtimeup': 5.804836273193359}",,,,,"{'rtype': 'd', 'rtimedn': 2.432, 'rtimeup': 3.837}",,,,,,,,,,"{'rtype': 'd', 'rtimedn': 1.316, 'rtimeup': 2.9}",,,"{'rtype': 'select-node', 'rtimedn': 7.804836273193359, 'rtimeup': 7.804836273193359}",,,,,,,,,
